first,last,category,amt,gender,state,merchant,hour,day_of_week,is_fraud
Alice,Thomas,entertainment,1413.6132812355536,F,AZ,Apple,5,2,0
Alice,Brown,health_fitness,261.02313083799595,M,MA,HighEndClub,6,3,0
Diana,Johnson,food_out,1648.8330304655724,M,WA,Apple,1,5,0
Bob,Thomas,health_fitness,851.5757829232174,M,NV,Starbucks,23,5,0
Bob,Wilson,shopping_net,100.86141081918896,F,NV,Apple,7,0,0
Diana,Taylor,food_out,644.0741960111396,F,WA,Apple,15,4,0
Charlie,Doe,entertainment,1805.7433772207708,M,MA,Apple,18,4,0
Bob,Wilson,entertainment,5.456458785299542,M,NV,Apple,0,3,0
Diana,Wilson,health_fitness,829.4121969222714,F,NV,GasStation,5,4,0
Charlie,Smith,food_out,171.55786562980072,M,NY,Amazon,13,6,0
Hannah,Doe,entertainment,292.47752747166106,F,WA,Nike,16,5,0
Charlie,Thomas,shopping_net,49.63833274360457,M,NV,Nike,10,1,0
Fiona,Taylor,shopping_net,489.6138263711823,M,NJ,Amazon,3,5,0
John,Moore,entertainment,1856.6695096582469,M,MA,SuperStore,16,1,1
Jane,Anderson,gas_transport,1495.9495136049966,M,CA,Nike,18,5,0
Edward,Taylor,health_fitness,1929.7069918486604,F,MA,Walmart,13,1,1
Diana,Wilson,grocery_pos,1232.2173073759134,F,NJ,SuperStore,7,4,0
Edward,Smith,gas_transport,553.0901935821126,F,MA,Amazon,1,2,0
Edward,Thomas,health_fitness,1501.3706861821224,F,NV,Walmart,7,3,0
Diana,Wilson,gas_transport,952.0353985413341,M,TX,GasStation,2,2,0
Alice,Smith,food_out,335.7859104101924,M,AZ,Walmart,5,2,0
John,Thomas,shopping_net,1198.6266550326332,F,TX,Nike,1,4,0
Edward,Thomas,grocery_pos,1473.0504426589998,M,NJ,Amazon,16,0,0
Charlie,Taylor,entertainment,965.7067214134103,F,NV,Amazon,13,2,0
John,Thomas,grocery_pos,1886.46138171302,F,NV,Nike,1,0,0
Edward,Wilson,health_fitness,195.73921450409574,M,FL,Apple,12,1,0
George,Moore,food_out,1037.5952909079156,M,NJ,Apple,23,2,0
Hannah,Wilson,shopping_net,1568.7918044872144,F,NY,SuperStore,18,6,0
Jane,Johnson,shopping_net,1459.4258307122157,F,TX,Starbucks,13,6,0
George,Smith,entertainment,1670.9735409189682,M,NJ,SuperStore,3,6,0
Bob,Taylor,grocery_pos,870.509629869072,F,NV,Amazon,23,5,0
Bob,Moore,grocery_pos,1046.1765537009771,F,CA,GasStation,21,4,0
Jane,Anderson,food_out,80.66942310232527,M,CA,Starbucks,11,3,0
Diana,Thomas,health_fitness,1565.3103904823313,F,CA,Apple,2,2,0
Diana,Thomas,entertainment,129.32636146517297,M,NJ,Walmart,22,2,0
Bob,Brown,entertainment,854.2502689182817,F,CA,HighEndClub,9,2,0
Fiona,Anderson,grocery_pos,1889.3688377797753,M,FL,HighEndClub,9,0,0
John,Brown,grocery_pos,1913.875898542003,F,CA,HighEndClub,10,6,0
John,Doe,shopping_net,327.4329676216554,M,AZ,Starbucks,16,4,0
Edward,Moore,shopping_net,503.62912979193266,M,FL,Starbucks,14,4,0
Jane,Taylor,gas_transport,1849.3653053435992,M,TX,Walmart,12,0,0
Charlie,Doe,entertainment,545.586523720341,F,NV,Apple,14,5,0
Hannah,Anderson,food_out,774.3252499053938,F,NJ,GasStation,23,6,0
Jane,Taylor,health_fitness,1725.4092210890094,F,NY,Nike,22,3,0
Alice,Brown,shopping_net,413.68969130923585,F,MA,HighEndClub,1,3,0
Fiona,Moore,grocery_pos,1622.6402168968157,M,IL,SuperStore,3,1,0
Fiona,Taylor,entertainment,1962.9574792129526,M,MA,Nike,23,2,0
Edward,Smith,gas_transport,196.88802512030298,M,TX,SuperStore,5,3,0
Diana,Taylor,food_out,429.24825278556824,F,CA,Starbucks,9,6,0
Bob,Brown,shopping_net,500.8514319471917,M,MA,Apple,20,1,0
Charlie,Anderson,gas_transport,1125.526996309351,F,WA,HighEndClub,15,6,0
Charlie,Brown,food_out,1512.662616943132,M,IL,Nike,18,6,0
Fiona,Smith,shopping_net,608.1077645957361,F,IL,SuperStore,19,5,0
Hannah,Brown,shopping_net,749.4403428968969,F,IL,Starbucks,11,4,1
Hannah,Johnson,gas_transport,615.8034911815747,M,NJ,Nike,14,0,0
Bob,Johnson,entertainment,492.32916803179785,M,AZ,Apple,13,6,0
Alice,Thomas,health_fitness,263.13891110173535,M,AZ,Amazon,23,4,0
Charlie,Taylor,shopping_net,1331.3599725534202,M,MA,GasStation,1,5,0
Diana,Taylor,entertainment,875.1638410618913,F,NY,SuperStore,5,5,0
Jane,Wilson,grocery_pos,1623.9099628429572,F,NJ,GasStation,12,2,0
Edward,Thomas,entertainment,1858.4009379424429,M,AZ,Starbucks,5,2,0
Alice,Miller,gas_transport,1060.5480197618886,M,MA,Nike,8,3,0
Fiona,Brown,shopping_net,221.76118857550998,M,AZ,Walmart,22,5,0
Fiona,Brown,gas_transport,1138.9550295240656,M,AZ,Amazon,15,0,0
Hannah,Wilson,food_out,577.885769057929,F,WA,HighEndClub,4,1,0
Bob,Taylor,grocery_pos,325.93051655572447,F,TX,Walmart,18,0,1
Alice,Miller,gas_transport,1379.3106686707113,M,NV,Starbucks,13,5,0
Edward,Johnson,food_out,627.2847553349404,F,IL,Walmart,8,4,0
Diana,Smith,gas_transport,56.489602782722685,F,CA,SuperStore,3,5,0
Charlie,Smith,grocery_pos,1075.5554516053576,M,CA,Apple,1,4,0
Diana,Wilson,gas_transport,1954.4618206222535,F,NY,Starbucks,14,4,0
Charlie,Thomas,grocery_pos,102.76368283003289,M,MA,GasStation,1,0,0
Hannah,Anderson,gas_transport,1107.6780316030615,F,WA,Amazon,14,0,0
Bob,Brown,food_out,1889.161113786537,M,FL,Walmart,15,2,0
George,Wilson,shopping_net,442.674857811599,F,AZ,HighEndClub,7,6,0
Hannah,Moore,grocery_pos,1074.8516376528755,F,CA,GasStation,23,1,0
Bob,Smith,entertainment,663.3047502742446,F,FL,GasStation,20,5,0
Fiona,Brown,health_fitness,1577.428831099928,F,FL,SuperStore,9,2,0
Fiona,Smith,shopping_net,969.5626309718215,F,NY,GasStation,19,3,0
Alice,Taylor,health_fitness,1641.879004445222,M,CA,GasStation,23,6,0
Bob,Miller,health_fitness,1156.9311466035542,F,MA,Walmart,8,2,0
Edward,Brown,entertainment,506.79551053595287,F,CA,Walmart,15,4,0
Edward,Wilson,gas_transport,1006.5058115683199,M,TX,HighEndClub,8,5,0
Alice,Moore,shopping_net,1659.6191342663226,M,AZ,Apple,3,6,0
Fiona,Moore,health_fitness,1877.6889813755113,F,IL,GasStation,22,5,0
Edward,Wilson,grocery_pos,1143.6514165278836,M,TX,HighEndClub,8,4,0
Edward,Smith,shopping_net,842.9275163925792,F,AZ,SuperStore,5,3,0
Alice,Smith,entertainment,1046.2569252356236,F,TX,GasStation,16,3,0
John,Miller,shopping_net,387.27939973444455,M,TX,GasStation,23,6,0
George,Johnson,shopping_net,1236.966930224975,F,IL,Amazon,18,1,0
Diana,Smith,entertainment,472.62349079017287,F,IL,Apple,23,2,0
Diana,Moore,entertainment,1598.0287510874173,F,FL,Walmart,22,3,0
Hannah,Thomas,gas_transport,1114.1752470363708,M,FL,Nike,16,5,0
Charlie,Anderson,entertainment,64.4362777951851,M,TX,Walmart,7,4,0
Bob,Smith,food_out,1975.3681327768427,F,NY,Apple,0,4,0
Jane,Anderson,shopping_net,606.560823293358,M,NV,GasStation,19,6,0
Fiona,Thomas,food_out,409.1036552213684,F,FL,SuperStore,11,4,0
Bob,Wilson,food_out,1822.708375500205,M,MA,GasStation,2,6,0
Hannah,Johnson,gas_transport,1221.615693492035,M,AZ,SuperStore,9,4,0
John,Anderson,entertainment,1277.9841847497057,F,NV,HighEndClub,19,6,0
George,Miller,shopping_net,400.130929473726,F,WA,HighEndClub,8,6,0
Edward,Miller,entertainment,1574.1795243632002,F,IL,Walmart,19,4,0
Jane,Smith,entertainment,1188.2260280190371,M,NV,SuperStore,0,6,0
Hannah,Johnson,grocery_pos,204.39389284521366,M,TX,Walmart,14,0,0
Diana,Johnson,health_fitness,1389.5808455626848,F,MA,HighEndClub,6,6,0
Jane,Taylor,gas_transport,1452.4133031511112,F,AZ,Walmart,12,2,0
Bob,Brown,shopping_net,859.7235422123099,F,AZ,Walmart,16,6,0
Diana,Miller,shopping_net,1487.0035445700928,M,TX,Amazon,3,3,0
Charlie,Smith,gas_transport,1663.6387304896743,M,MA,HighEndClub,23,5,0
Charlie,Brown,grocery_pos,1963.8642674959283,M,FL,Walmart,5,1,0
Charlie,Taylor,gas_transport,1510.3271013080032,F,TX,GasStation,16,2,0
Jane,Moore,shopping_net,1337.3456901927348,M,CA,HighEndClub,0,4,0
John,Johnson,entertainment,362.03157455915255,M,CA,Amazon,22,2,1
Hannah,Wilson,food_out,548.9725756239213,M,FL,Apple,6,5,0
John,Brown,food_out,762.6525464711727,F,NJ,Walmart,17,4,0
Edward,Wilson,shopping_net,1125.7851115321823,F,AZ,Apple,14,2,0
Jane,Brown,gas_transport,1840.9709671175679,M,TX,Nike,12,5,0
Charlie,Wilson,entertainment,820.598973417918,F,TX,Apple,3,3,0
Diana,Taylor,health_fitness,1766.3891347084027,M,NJ,SuperStore,3,1,0
Fiona,Doe,grocery_pos,291.7551642292373,M,CA,Apple,15,2,0
Jane,Moore,food_out,17.44322779877473,F,NV,Nike,3,1,0
John,Wilson,health_fitness,1217.9626303417135,F,WA,Starbucks,5,5,0
Edward,Smith,gas_transport,1679.4695436985135,M,TX,Apple,15,0,0
Jane,Taylor,health_fitness,1430.1327054867602,M,NV,Walmart,9,3,1
Fiona,Johnson,grocery_pos,1135.3178423585996,M,FL,GasStation,21,0,0
Hannah,Johnson,gas_transport,1030.4105048967476,F,NY,GasStation,19,0,0
George,Taylor,food_out,236.34687165664104,F,NJ,Walmart,11,3,0
Diana,Johnson,entertainment,1902.8049306570676,F,CA,SuperStore,20,1,0
Bob,Wilson,food_out,799.3151538014768,F,IL,HighEndClub,10,5,0
Alice,Moore,shopping_net,110.40957438395951,M,CA,GasStation,18,0,0
Fiona,Miller,health_fitness,1988.038226243929,M,NJ,Amazon,16,1,0
Edward,Miller,food_out,662.1519598316511,F,CA,GasStation,23,2,0
Charlie,Johnson,entertainment,1933.7368975903435,F,NV,Amazon,15,0,0
Bob,Taylor,shopping_net,1025.5099777475002,M,FL,HighEndClub,0,6,0
Charlie,Moore,entertainment,1144.3529854072112,F,NY,Walmart,6,1,0
John,Taylor,gas_transport,1171.2424573081078,M,MA,SuperStore,8,3,0
John,Miller,gas_transport,691.0246567558564,M,FL,Apple,17,2,0
Alice,Taylor,entertainment,1037.5246513970394,F,NV,SuperStore,6,4,1
Bob,Anderson,grocery_pos,864.3232105595488,M,FL,GasStation,0,0,0
Fiona,Taylor,health_fitness,624.0960207166595,M,CA,HighEndClub,8,5,0
George,Moore,grocery_pos,924.3311120032919,F,TX,GasStation,11,2,0
Charlie,Moore,grocery_pos,142.93217132504085,F,MA,Starbucks,2,1,0
Fiona,Brown,shopping_net,339.34685071727085,M,WA,Amazon,6,3,0
Fiona,Thomas,grocery_pos,1017.6350364286001,M,TX,SuperStore,23,2,0
Edward,Wilson,food_out,1569.5694068653258,M,NV,Apple,11,0,0
John,Anderson,shopping_net,1339.7459835918125,F,CA,SuperStore,7,5,0
Diana,Doe,entertainment,163.11588584092044,M,NV,Apple,16,0,0
Charlie,Taylor,grocery_pos,622.2328807161274,M,FL,Walmart,12,0,0
Edward,Taylor,shopping_net,991.6907338370279,M,NY,HighEndClub,19,2,0
Diana,Anderson,health_fitness,976.2701785172239,M,IL,SuperStore,4,6,0
Diana,Anderson,gas_transport,172.5051043245997,F,WA,HighEndClub,4,4,0
Hannah,Moore,food_out,1425.028554309233,M,NY,HighEndClub,4,1,0
Hannah,Doe,shopping_net,1367.2299681743157,F,NV,Walmart,20,1,0
Jane,Miller,food_out,845.7401596042555,F,NY,Amazon,3,3,0
Fiona,Smith,food_out,786.4689351322625,F,MA,Apple,1,6,0
Jane,Smith,gas_transport,990.7927425354883,F,AZ,Starbucks,13,0,0
Jane,Moore,shopping_net,1596.1104277116176,M,NJ,SuperStore,12,2,0
George,Doe,entertainment,812.8072812027947,M,FL,Nike,22,4,0
Edward,Brown,health_fitness,449.8547067940663,M,NY,Apple,5,3,0
Fiona,Thomas,entertainment,1557.1943492194928,F,NJ,SuperStore,22,0,0
Fiona,Thomas,food_out,702.1872625309109,M,FL,GasStation,0,2,0
Hannah,Doe,shopping_net,1919.2380192370474,F,NJ,Walmart,12,3,0
Jane,Doe,shopping_net,794.4934080094305,M,FL,Apple,13,6,0
George,Anderson,gas_transport,802.2042883868222,F,FL,Nike,4,0,0
Fiona,Moore,health_fitness,561.6172915811997,F,TX,GasStation,11,2,0
Alice,Johnson,shopping_net,1762.0814770067318,M,NY,Nike,13,2,0
Fiona,Doe,entertainment,773.7746867841537,F,NJ,SuperStore,10,0,0
Hannah,Moore,entertainment,177.52938227067503,F,NY,Starbucks,2,0,0
Alice,Doe,grocery_pos,1592.4863851468995,M,FL,Apple,17,0,0
Hannah,Moore,gas_transport,998.2447899490683,F,TX,Nike,17,6,0
Fiona,Moore,shopping_net,1204.9105365458395,M,TX,Amazon,0,1,0
Edward,Moore,shopping_net,456.1668583922401,F,WA,Nike,17,4,0
Hannah,Johnson,health_fitness,1627.4797845031162,M,WA,Walmart,8,3,0
Alice,Thomas,gas_transport,1489.9678783261336,F,MA,Starbucks,16,1,0
Hannah,Thomas,food_out,1734.0905326906377,M,NY,GasStation,3,4,0
Hannah,Wilson,entertainment,596.2028269671235,M,NJ,GasStation,11,0,0
Fiona,Johnson,shopping_net,1563.5702142824387,F,CA,Apple,5,2,0
George,Moore,entertainment,1021.4705422927506,M,TX,Starbucks,7,1,0
Charlie,Smith,gas_transport,1821.4400923427074,M,NV,Nike,14,6,0
Diana,Anderson,entertainment,1912.3904523115582,F,MA,Starbucks,19,3,0
Fiona,Johnson,food_out,184.1828382612777,M,MA,Apple,21,6,0
Charlie,Anderson,grocery_pos,1290.4021725368327,F,WA,Nike,2,5,0
John,Brown,food_out,946.3012876511784,M,IL,Apple,13,2,0
Fiona,Taylor,gas_transport,263.8777522549718,F,WA,Apple,4,0,0
Edward,Moore,health_fitness,655.7323939757089,M,MA,GasStation,10,3,0
Charlie,Wilson,shopping_net,786.2395617879423,M,NY,Apple,5,4,0
Edward,Smith,health_fitness,901.6707589376385,M,TX,Amazon,13,2,0
Bob,Anderson,grocery_pos,1666.7555257838085,F,NV,Starbucks,13,1,0
Bob,Wilson,health_fitness,433.97961883053506,F,TX,GasStation,22,4,0
Charlie,Brown,health_fitness,1035.4893248950611,M,WA,Walmart,17,4,0
Bob,Thomas,grocery_pos,1138.7231648854672,F,NY,Amazon,10,4,0
Fiona,Anderson,health_fitness,1807.8794691303635,F,IL,Walmart,6,6,0
Jane,Moore,health_fitness,828.0271711560937,M,NY,Starbucks,18,0,0
Charlie,Taylor,gas_transport,1428.804082777431,F,MA,Nike,14,3,0
Edward,Wilson,food_out,888.2414209206813,M,FL,Apple,16,4,0
Edward,Smith,health_fitness,290.56178801912336,M,AZ,HighEndClub,10,0,0
Diana,Brown,food_out,846.4866668794457,F,TX,GasStation,9,6,0
Jane,Wilson,shopping_net,974.3661102769793,M,NY,Walmart,3,2,0
Diana,Wilson,grocery_pos,106.68863778340722,F,AZ,Amazon,7,4,0
Diana,Taylor,gas_transport,351.94153840039013,F,CA,Starbucks,18,2,0
Alice,Taylor,food_out,856.2222782047106,F,NJ,GasStation,11,3,0
Bob,Johnson,entertainment,397.18415024000006,M,AZ,Nike,11,2,0
Bob,Miller,food_out,502.9397042177665,M,NY,Walmart,12,0,0
Alice,Taylor,gas_transport,1330.0587478225152,M,AZ,Apple,1,6,0
George,Johnson,grocery_pos,964.8467263001127,F,MA,Walmart,11,2,0
Edward,Moore,gas_transport,1271.0401765002775,M,TX,Amazon,11,4,0
George,Miller,gas_transport,887.9370810983703,M,AZ,Walmart,23,2,0
Fiona,Moore,shopping_net,680.0730215977708,F,NJ,Starbucks,21,3,0
John,Thomas,entertainment,143.18062582375794,F,FL,HighEndClub,1,5,0
Alice,Miller,grocery_pos,1287.5853801108044,F,WA,Walmart,22,1,0
George,Doe,grocery_pos,874.3657246835669,F,FL,Amazon,0,1,0
Edward,Wilson,food_out,349.5646905888105,F,FL,GasStation,8,1,0
Charlie,Wilson,entertainment,1875.598240439362,F,IL,Amazon,2,0,0
Hannah,Miller,entertainment,1054.330112948143,F,NV,HighEndClub,9,0,0
Bob,Wilson,shopping_net,736.662784157734,F,AZ,Nike,4,2,0
Diana,Brown,health_fitness,392.9545061839238,M,AZ,Apple,1,2,0
George,Johnson,gas_transport,1523.538094051116,M,NJ,Walmart,21,3,0
Hannah,Wilson,health_fitness,890.4610340213542,F,CA,Starbucks,7,1,0
Edward,Brown,entertainment,803.3040747744474,F,NV,Starbucks,5,4,0
Alice,Wilson,entertainment,305.5528031319375,F,FL,SuperStore,2,4,0
Diana,Brown,grocery_pos,1275.2386110654256,M,NY,SuperStore,6,5,0
Hannah,Wilson,shopping_net,96.11117113827709,F,CA,Walmart,2,3,0
Diana,Moore,entertainment,1478.1724112887664,M,NV,HighEndClub,15,3,0
Jane,Miller,gas_transport,1153.1794796228455,M,NV,Starbucks,0,4,0
Bob,Wilson,grocery_pos,1632.6380837543393,F,TX,Amazon,13,0,0
John,Doe,food_out,1578.8862700322438,F,AZ,Nike,22,5,0
Fiona,Miller,entertainment,1133.6211829060435,F,NJ,Walmart,7,3,0
Bob,Johnson,gas_transport,1782.6627210487825,F,CA,Nike,7,4,0
George,Doe,entertainment,1423.47700610159,F,WA,SuperStore,21,4,0
Hannah,Wilson,gas_transport,1707.3242112644416,F,TX,Amazon,7,5,0
Edward,Smith,entertainment,1147.3820211084048,F,WA,Apple,11,6,0
Hannah,Wilson,entertainment,1310.6776876928727,M,NJ,Apple,18,0,0
Edward,Moore,entertainment,1942.8842276829027,F,NV,GasStation,15,1,0
John,Thomas,shopping_net,9.020949496003826,M,AZ,HighEndClub,7,3,0
Jane,Johnson,shopping_net,633.1756042248539,F,NJ,Amazon,13,4,0
Edward,Thomas,entertainment,819.2898750420287,M,IL,Starbucks,4,0,0
Edward,Brown,food_out,442.739551407677,M,IL,GasStation,9,2,0
Diana,Johnson,grocery_pos,135.81831236033582,M,CA,Amazon,21,2,0
Alice,Anderson,food_out,1838.5671327013965,M,WA,GasStation,10,1,0
Alice,Thomas,shopping_net,1653.834515048247,M,NY,GasStation,16,6,0
Alice,Anderson,food_out,1858.5730221867539,F,WA,SuperStore,6,5,0
Alice,Johnson,shopping_net,1207.4896186950223,F,NY,Amazon,23,4,0
Alice,Anderson,food_out,1209.5320863361098,M,MA,GasStation,19,0,0
Charlie,Anderson,shopping_net,766.8497984365051,F,NJ,Amazon,3,4,0
John,Moore,shopping_net,90.53419187141364,F,CA,GasStation,22,1,0
Bob,Wilson,food_out,519.9947857140559,F,AZ,Nike,20,4,0
George,Smith,grocery_pos,52.71958770954227,M,NJ,SuperStore,15,1,0
John,Wilson,shopping_net,310.6529487964857,M,NV,Nike,14,6,0
Diana,Smith,entertainment,1333.8344899315762,M,WA,SuperStore,11,1,0
Hannah,Miller,shopping_net,972.8587153459218,F,WA,HighEndClub,5,0,0
Jane,Smith,entertainment,1317.4446372425869,M,FL,GasStation,5,2,0
Bob,Miller,health_fitness,370.8344761279883,F,CA,Nike,14,4,0
Diana,Miller,gas_transport,1441.1535940874817,F,NJ,GasStation,0,4,0
Charlie,Wilson,gas_transport,1494.255948078825,F,NV,Amazon,7,3,0
Edward,Doe,gas_transport,1256.774765946546,F,TX,Walmart,13,0,0
George,Anderson,health_fitness,1012.5635906347378,M,NV,Apple,11,2,0
Edward,Anderson,shopping_net,133.35330325824975,F,NV,HighEndClub,0,3,0
Alice,Smith,grocery_pos,956.6422668238922,F,MA,Starbucks,6,6,0
Hannah,Brown,gas_transport,1138.0051134111864,F,WA,SuperStore,10,6,0
John,Moore,gas_transport,949.2881719914698,M,IL,Apple,0,1,0
John,Johnson,entertainment,1984.423063978017,F,NJ,Nike,23,1,0
George,Doe,grocery_pos,295.95045507689764,F,CA,HighEndClub,22,4,0
Diana,Doe,entertainment,1916.3505151991906,F,NJ,Apple,5,3,0
John,Wilson,health_fitness,505.63345614331894,M,AZ,SuperStore,3,0,0
Jane,Smith,food_out,342.5053187773706,F,NJ,HighEndClub,19,4,0
John,Brown,shopping_net,630.2558935900194,M,IL,HighEndClub,6,4,0
Diana,Thomas,gas_transport,664.3865632277251,F,CA,SuperStore,5,1,0
Fiona,Brown,health_fitness,1316.8498012793361,F,FL,Walmart,2,5,0
Jane,Thomas,grocery_pos,496.7365669528697,F,AZ,SuperStore,14,6,0
Jane,Moore,entertainment,903.283872020916,M,IL,HighEndClub,3,6,0
Edward,Brown,shopping_net,1016.1667950866803,M,CA,SuperStore,2,2,0
Hannah,Doe,food_out,431.1939351940824,M,NV,Nike,19,3,0
Edward,Doe,entertainment,827.0835035116679,F,WA,SuperStore,11,2,0
Hannah,Thomas,shopping_net,1324.338258370395,M,WA,Walmart,0,2,0
Hannah,Miller,health_fitness,1639.368991326693,M,WA,HighEndClub,0,3,0
John,Smith,gas_transport,1237.2594230222148,F,AZ,GasStation,12,2,0
Jane,Miller,food_out,52.71959296317227,F,NY,GasStation,3,5,0
Bob,Miller,entertainment,608.4563613199955,M,IL,Starbucks,7,2,0
Charlie,Brown,entertainment,448.2218253570113,M,WA,GasStation,12,6,0
Fiona,Miller,gas_transport,214.58546757309665,M,NJ,Amazon,13,3,0
Diana,Moore,grocery_pos,814.1520831862754,M,NY,Apple,4,4,0
Charlie,Anderson,grocery_pos,59.61548012650962,F,MA,Starbucks,22,0,0
Edward,Thomas,grocery_pos,237.6411011174148,M,TX,HighEndClub,8,3,0
Alice,Thomas,shopping_net,1518.3426705448146,F,CA,SuperStore,6,5,0
George,Miller,health_fitness,115.25124800431698,F,IL,HighEndClub,22,3,1
George,Smith,entertainment,210.54589375883668,M,CA,GasStation,12,1,0
Hannah,Thomas,food_out,1541.0644289799452,M,NJ,Apple,21,4,0
Bob,Doe,grocery_pos,761.5503449544417,F,CA,GasStation,13,0,0
John,Brown,health_fitness,604.4482907110548,F,WA,HighEndClub,7,6,0
Hannah,Wilson,shopping_net,183.23147505545387,M,MA,Amazon,9,1,0
Fiona,Taylor,health_fitness,1056.3240394850131,M,MA,Walmart,6,2,0
Diana,Doe,entertainment,1078.2913613094215,M,CA,SuperStore,4,4,0
Hannah,Doe,gas_transport,56.84398172071458,M,NJ,Walmart,15,4,0
Hannah,Johnson,food_out,1721.7839090673328,M,TX,Starbucks,5,1,0
George,Miller,grocery_pos,1989.2671501137625,M,IL,Apple,15,1,0
John,Smith,health_fitness,1523.6106930327742,F,NY,GasStation,7,6,0
Edward,Thomas,grocery_pos,1591.5871278609807,F,NY,Amazon,1,1,0
George,Doe,entertainment,1950.210870085047,F,TX,Amazon,17,1,0
Diana,Brown,entertainment,1001.6421918636553,F,TX,Walmart,8,6,0
John,Johnson,health_fitness,868.0263640090322,F,CA,Amazon,6,2,0
Diana,Wilson,shopping_net,691.9436728243247,M,MA,Nike,3,6,0
Edward,Johnson,food_out,156.75944855381815,M,IL,Nike,22,0,0
Hannah,Taylor,gas_transport,484.27967133268373,M,NV,Starbucks,22,1,0
John,Doe,shopping_net,1044.9790249625037,M,NJ,Apple,15,1,0
Hannah,Anderson,gas_transport,589.1196220722577,F,IL,Nike,3,3,0
George,Smith,health_fitness,653.7185433804077,F,NY,HighEndClub,22,1,0
John,Anderson,grocery_pos,32.98154682565779,M,AZ,Nike,7,0,0
Fiona,Johnson,health_fitness,1175.0827062469225,M,MA,Apple,2,5,0
Hannah,Thomas,entertainment,1658.205832631222,F,FL,Apple,22,0,0
Diana,Miller,gas_transport,337.6945503152696,M,FL,Walmart,2,4,1
George,Taylor,health_fitness,1000.9127904071056,F,TX,Starbucks,21,3,0
George,Taylor,health_fitness,316.01537463086123,F,NY,Apple,7,3,0
John,Taylor,shopping_net,580.9261355698616,M,TX,Nike,4,2,0
Alice,Smith,entertainment,1194.4448579914886,F,IL,SuperStore,5,3,0
Edward,Moore,health_fitness,323.7655910755474,M,TX,HighEndClub,13,4,0
Edward,Thomas,entertainment,1439.5883709685106,F,NY,SuperStore,6,5,0
Jane,Moore,grocery_pos,221.04585873778473,M,FL,Nike,22,5,0
Jane,Taylor,grocery_pos,709.1047567193501,M,WA,Walmart,9,1,0
Jane,Johnson,food_out,10.123855574433936,M,CA,Walmart,9,3,0
Charlie,Brown,gas_transport,1530.0609206199322,M,CA,Amazon,8,1,0
Edward,Taylor,gas_transport,1699.4719477468857,M,IL,Amazon,10,6,1
Edward,Thomas,health_fitness,1716.8576269551493,F,CA,GasStation,10,5,0
Edward,Thomas,shopping_net,719.589100114238,M,WA,HighEndClub,15,1,0
John,Brown,health_fitness,434.2175918030414,F,IL,GasStation,15,5,0
Alice,Thomas,entertainment,1114.4624438119622,M,FL,Nike,23,2,0
John,Anderson,entertainment,780.430630321974,M,CA,Starbucks,22,5,0
Jane,Miller,entertainment,1076.3563455910323,F,FL,Apple,17,6,0
Diana,Thomas,grocery_pos,556.7774658650767,M,AZ,Walmart,22,5,0
Jane,Miller,health_fitness,217.72877755211985,M,FL,Amazon,2,6,0
Jane,Wilson,gas_transport,1260.6432021273038,F,NV,Apple,19,2,0
Charlie,Doe,health_fitness,1228.2365942152219,M,IL,Nike,10,2,0
Jane,Moore,shopping_net,1412.081327145167,F,TX,Nike,21,4,0
Diana,Wilson,shopping_net,170.40020021225135,F,MA,GasStation,0,4,0
Charlie,Johnson,shopping_net,1390.6835205718864,F,MA,Amazon,1,3,0
Bob,Brown,health_fitness,1644.9729543062424,M,NY,HighEndClub,23,2,0
Bob,Anderson,shopping_net,1588.453571648457,M,FL,GasStation,17,6,0
George,Brown,food_out,1832.2582378640748,M,WA,SuperStore,11,0,0
Alice,Brown,shopping_net,1605.8961756000172,F,NY,Amazon,10,0,0
Jane,Doe,food_out,1772.741945222145,F,CA,HighEndClub,22,2,0
John,Taylor,entertainment,947.6720316364851,M,NY,Nike,0,4,0
Jane,Miller,shopping_net,1752.0797225236856,M,NJ,Amazon,22,0,0
Fiona,Brown,entertainment,180.19245259840486,M,CA,Amazon,4,6,0
Jane,Moore,entertainment,1525.5099438701227,M,NY,SuperStore,6,2,0
Alice,Brown,health_fitness,959.6401872359897,M,FL,Apple,8,3,0
Edward,Johnson,food_out,906.9812419540948,M,AZ,Apple,12,1,0
Jane,Wilson,food_out,279.7433919232721,M,NV,Amazon,7,0,0
George,Doe,health_fitness,1656.6266240183727,F,WA,Amazon,20,3,0
Hannah,Taylor,entertainment,156.67306680661696,F,NJ,GasStation,5,2,0
Edward,Anderson,food_out,1068.0261904529411,F,TX,Nike,17,0,0
George,Moore,gas_transport,1874.6240890075135,M,MA,Walmart,8,1,0
Diana,Smith,shopping_net,989.2335930375323,M,WA,Nike,1,4,0
Hannah,Anderson,grocery_pos,178.26050498710424,M,WA,SuperStore,4,1,0
Alice,Doe,health_fitness,814.1600886126555,F,CA,Walmart,18,0,0
Charlie,Miller,shopping_net,1608.7510633743539,M,WA,Amazon,19,0,0
Bob,Miller,health_fitness,1345.1698154093726,M,TX,GasStation,6,6,0
John,Brown,entertainment,430.6399303733051,F,IL,Amazon,16,4,0
Alice,Anderson,shopping_net,1960.3840147369147,M,NJ,Starbucks,0,6,0
George,Smith,food_out,1112.4342362836132,F,NV,Amazon,16,2,0
Jane,Doe,entertainment,1006.9211019985074,M,TX,Amazon,7,6,0
